Id,SalePrice
2658,118173.43015881955
2718,138942.52859841983
2414,236383.96129741147
1989,118160.4364833709
625,170934.56205039608
333,95565.08917580819
1327,96934.03503955348
858,129381.78446991331
95,159735.5350641641
1568,173353.43057397613
2482,161441.77713190208
1364,134482.02382255482
2584,139011.86174954879
818,340391.71468580916
2673,136031.86922247778
2089,136361.38034691408
1297,171707.04332161727
790,116033.2315095906
2616,195739.9796126785
720,234586.8672085785
222,153261.3983618232
557,129677.70299696665
1148,191106.73936739378
2766,187210.30929390847
534,173932.7386405171
1452,111110.99721962393
630,116968.10797887294
2648,147023.5615926656
125,177516.5206151629
1904,64606.008779660144
1670,93316.47665425812
756,101628.22689429467
717,196818.52131879507
1032,137003.45431460952
852,198690.04282630072
1731,186847.0146167902
2639,104477.01229414948
2071,91476.40319196944
1267,130675.05868620232
1851,178599.31634805095
567,151058.10918661932
2439,243145.92456242512
1898,155860.47725393382
647,149478.66351946304
2256,224087.58928423352
979,99978.48315934511
1444,222758.6987845036
2485,124009.3207157911
157,116558.47602199073
88,115210.9829319964
2003,110610.30033256543
186,245049.5260000008
1425,253383.20743427664
2695,124077.55321647633
738,109048.2141166582
395,165559.8260930876
1353,197730.29752471772
1878,132810.63132507566
390,165194.2012641691
1456,253160.2982993682
1103,257712.32235057442
1387,137087.54130367795
2070,147376.42695082966
1199,159404.74767984115
2479,176696.80197725646
501,302082.9683021057
2362,85514.94555058535
1718,176647.90795677697
2188,98962.03847052257
1483,160253.39561282267
2557,110248.85115375098
437,347183.52108317986
2224,163295.99320756938
1628,210843.12811167238
397,128482.8651230809
587,165794.19072424702
971,142210.4026099803
2611,124118.51210284817
1887,111903.9848875945
2399,345110.2229793162
2148,201536.21225298883
304,115312.42736137394
1997,136709.88689955536
2817,135531.6945474988
1431,219761.54740558547
427,284955.1095940745
263,128758.76616516907
598,148266.28819135635
2895,202370.48111001667
687,139695.41158175978
1822,141092.2363563611
2191,88096.92163003897
179,125242.63147081173
1009,237236.0096939187
2010,127558.11391843748
1991,156589.43511632638
1411,146876.8735750077
1721,224546.03762696162
1144,193919.6433568552
593,235049.7093215537
575,269024.2547753995
1249,168501.69310022742
1604,116861.34833722399
1064,452519.6452568456
1923,147506.1931313925
1988,112829.25876981737
2325,182175.20162630384
114,186430.4354166896
2700,145513.4020077386
217,94771.9935223662
343,180644.7405540336
386,231597.97656513902
2005,123487.40184823264
2908,108898.90516063712
1814,214445.4380948579
2446,443102.42746674723
208,166056.9919962863
1679,130920.12348520114
822,353426.1509827487
6,190576.7039811182
1781,364934.76102297835
2397,291099.8070866868
2340,293442.1726336394
1618,159360.6652302354
2843,118708.8633664904
1061,372386.1209538681
2786,112702.63197540512
1935,141092.2363563611
1341,139572.77699973516
521,280311.94065505394
2136,141212.58638116234
996,208389.02048626856
227,143161.16986427328
135,163222.03039676396
1167,171212.15682478616
294,196010.80448532986
1776,183741.797050919
540,169064.78784792803
1717,176647.90795677697
2303,119071.9252723781
116,172347.602327443
127,128322.55883291566
